ESNTL_ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ROAD_NM_CD,FCLTY_ROAD_NM_ADDR,LNM_ADDR,ADDR_ENG_NM,ADSTRD_CD,BULD_NM,BULD_MANAGE_CD,TEL_NO,ZIP_NO,HMPG_URL,FCLTY_LA,FCLTY_LO,ORIGIN_NM,ADIT_DC,UPDT_DT,REGIST_DT
KCDCIO22N000000177,문화시설,문화시설_보호구역,동문41통 경로당,44,충청남도,44210,서산시,4421010200,,4.42103E+11,충청남도 서산시 학동11로 24(동문동),충청남도 서산시 동문동 382-8 동문41통마을회관,"24 Hakdong 11-ro, Seosan-si, Chungcheongnam-do",4421010200,동문41통마을회관,4.42101E+24,041-660-2735,31977,,36.7854828,126.4621940,공공데이터,,20230207,20230207
KCDCIO22N000000178,문화시설,문화시설_보호구역,계산노인문화센터,28,인천광역시,28245,계양구,2824510200,,2.82452E+11,인천광역시 계양구 경명대로 980(계산동),인천광역시 계양구 계산동 885-24 계산노인문화센터및재가노인지원센터,"980 Gyeongmyeong-daero, Gyeyang-gu, Incheon",2824510200,계산노인문화센터및재가노인지원센터,2.82451E+24,032-450-6818,21043,,37.5436760,126.7156080,공공데이터,,20230207,20230207
KCDCIO22N000000179,문화시설,문화시설_보호구역,효성노인문화센터,28,인천광역시,28245,계양구,2824510100,,2.82452E+11,인천광역시 계양구 봉오대로 516(효성동),인천광역시 계양구 효성동 177-4 효성노인문화센터 및 재가노인지원센터,"516 Bongo-daero, Gyeyang-gu, Incheon",2824510100,효성노인문화센터 및 재가노인지원센터,2.82451E+24,032-450-6818,21103,,37.5295970,126.7061160,공공데이터,,20230207,20230207
KCDCIO22N000000180,문화시설,문화시설_보호구역,효성노인문화센터,28,인천광역시,28245,계양구,2824510100,,2.82452E+11,인천광역시 계양구 봉오대로 516(효성동),인천광역시 계양구 효성동 177-4 효성노인문화센터 및 재가노인지원센터,"516 Bongo-daero, Gyeyang-gu, Incheon",2824510100,효성노인문화센터 및 재가노인지원센터,2.82451E+24,032-450-6818,21103,,37.5295970,126.7061160,공공데이터,,20230207,20230207
KCDCIO22N000000181,문화시설,문화시설_보호구역,계양노인전문요양원,28,인천광역시,28245,계양구,2824510400,,2.82453E+11,인천광역시 계양구 아나지로 517(서운동),인천광역시 계양구 서운동 130-5,"517 Anaji-ro, Gyeyang-gu, Incheon",2824510400,,2.82451E+24,032-450-6818,21075,,37.5260320,126.7502870,공공데이터,,20230207,20230207
KCDCIO22N000000182,문화시설,문화시설_보호구역,동양노인문화센터,28,인천광역시,28245,계양구,2824511000,,2.82453E+11,인천광역시 계양구 동양로 74-29(동양동),인천광역시 계양구 동양동 387-3 동양노인문화센터,"74-29 Dongyang-ro, Gyeyang-gu, Incheon",2824511000,동양노인문화센터,2.82451E+24,032-450-6818,21010,,37.5570610,126.7533330,공공데이터,,20230207,20230207
KCDCIO22N000000183,문화시설,문화시설_보호구역,임학경로당,28,인천광역시,28245,계양구,2824510500,,2.82453E+11,인천광역시 계양구 화산로 3(임학동),인천광역시 계양구 임학동 135 임학경로당,"3 Hwasan-ro, Gyeyang-gu, Incheon",2824510500,임학경로당,2.82451E+24,032-450-6818,21025,,37.5483320,126.7334130,공공데이터,,20230207,20230207
KCDCIO22N000000184,문화시설,문화시설_보호구역,작전2동 구립경로당,28,인천광역시,28245,계양구,2824510300,,2.82454E+11,인천광역시 계양구 계산로126번길 33(작전동),인천광역시 계양구 작전동 858-15 작전2동경로당,"33 Gyesan-ro 126beon-gil, Gyeyang-gu, Incheon",2824510300,작전2동경로당,2.82451E+24,032-450-6818,21087,,37.5343690,126.7261150,공공데이터,,20230207,20230207
KCDCIO22N000000185,문화시설,문화시설_보호구역,가은요양원,28,인천광역시,28245,계양구,2824510200,,2.82453E+11,인천광역시 계양구 오조산로 53(계산동),인천광역시 계양구 계산동 1080-2 연세차메디칼센터,"53 Ojosan-ro, Gyeyang-gu, Incheon",2824510200,연세차메디칼센터,2.82451E+24,032-450-6818,21069,,37.5355890,126.7382790,공공데이터,,20230207,20230207
KCDCIO22N000000186,문화시설,문화시설_보호구역,우리누리요양원,28,인천광역시,28245,계양구,2824510300,,2.82453E+11,인천광역시 계양구 장제로 732(작전동),인천광역시 계양구 작전동 899-4 모드니프라자빌딩,"732 Jangje-ro, Gyeyang-gu, Incheon",2824510300,모드니프라자빌딩,2.82451E+24,032-450-6818,21079,,37.5331500,126.7342440,공공데이터,,20230207,20230207
KCDCIO22N000000187,문화시설,문화시설_보호구역,효누리요양원,28,인천광역시,28245,계양구,2824510300,,2.82453E+11,인천광역시 계양구 장제로 708(작전동),인천광역시 계양구 작전동 901-4 한샘프라자,"708 Jangje-ro, Gyeyang-gu, Incheon",2824510300,한샘프라자,2.82451E+24,032-450-6818,21079,,37.5310840,126.7342710,공공데이터,,20230207,20230207
KCDCIO22N000000188,문화시설,문화시설_보호구역,효누리요양원,28,인천광역시,28245,계양구,2824510300,,2.82453E+11,인천광역시 계양구 장제로 708(작전동),인천광역시 계양구 작전동 901-4 한샘프라자,"708 Jangje-ro, Gyeyang-gu, Incheon",2824510300,한샘프라자,2.82451E+24,032-450-6818,21079,,37.5310840,126.7342710,공공데이터,,20230207,20230207
KCDCIO22N000000189,문화시설,문화시설_보호구역,효성2동 구립경로당,28,인천광역시,28245,계양구,2824510100,,2.82453E+11,인천광역시 계양구 마장로 522(효성동),인천광역시 계양구 효성동 412-17,"522 Majang-ro, Gyeyang-gu, Incheon",2824510100,,2.82451E+24,032-450-6818,21106,,37.5247820,126.7052570,공공데이터,,20230207,20230207
KCDCIO22N000000190,문화시설,문화시설_보호구역,효성2동 구립경로당,28,인천광역시,28245,계양구,2824510100,,2.82453E+11,인천광역시 계양구 마장로 522(효성동),인천광역시 계양구 효성동 412-17,"522 Majang-ro, Gyeyang-gu, Incheon",2824510100,,2.82451E+24,032-450-6818,21106,,37.5247820,126.7052570,공공데이터,,20230207,20230207
KCDCIO22N000000191,문화시설,문화시설_보호구역,효성비전노인복지센터,28,인천광역시,28245,계양구,2824510100,,2.82453E+11,인천광역시 계양구 아나지로 75(효성동),인천광역시 계양구 효성동 549-2 효성다섬프라자,"75 Anaji-ro, Gyeyang-gu, Incheon",2824510100,효성다섬프라자,2.82451E+24,032-450-6818,21104,,37.5255810,126.6997170,공공데이터,,20230207,20230207
KCDCIO22N000000192,문화시설,문화시설_보호구역,효성비전노인복지센터,28,인천광역시,28245,계양구,2824510100,,2.82453E+11,인천광역시 계양구 아나지로 75(효성동),인천광역시 계양구 효성동 549-2 효성다섬프라자,"75 Anaji-ro, Gyeyang-gu, Incheon",2824510100,효성다섬프라자,2.82451E+24,032-450-6818,21104,,37.5255810,126.6997170,공공데이터,,20230207,20230207
KCDCIO22N000000193,문화시설,문화시설_보호구역,선주지동경로당,28,인천광역시,28245,계양구,2824511600,,2.82454E+11,인천광역시 계양구 선주로34번길 16(선주지동),인천광역시 계양구 선주지동 127-2 선주지동 경로당,"16 Seonju-ro 34beon-gil, Gyeyang-gu, Incheon",2824511600,선주지동 경로당,2.82451E+24,032-450-6818,21005,,37.5790920,126.7448530,공공데이터,,20230207,20230207
KCDCIO22N000000194,문화시설,문화시설_보호구역,영산요양원,28,인천광역시,28245,계양구,2824510700,,2.82454E+11,인천광역시 계양구 장제로946번길 7(병방동),인천광역시 계양구 병방동 91-3,"7 Jangje-ro 946beon-gil, Gyeyang-gu, Incheon",2824510700,,2.82451E+24,032-450-6818,21028,,37.5497080,126.7435240,공공데이터,,20230207,20230207
KCDCIO22N000000195,문화시설,문화시설_보호구역,계산1동 중앙경로당,28,인천광역시,28245,계양구,2824510200,,2.82454E+11,인천광역시 계양구 계산천동로19번길 9(계산동),인천광역시 계양구 계산동 960-19 계산1동중앙경로당,"9 Gyesancheondong-ro 19beon-gil, Gyeyang-gu, Incheon",2824510200,계산1동중앙경로당,2.82451E+24,032-450-6818,21052,,37.5391220,126.7253120,공공데이터,,20230207,20230207
KCDCIO22N000000196,문화시설,문화시설_보호구역,까치마을경로당,28,인천광역시,28245,계양구,2824510300,,2.82454E+11,인천광역시 계양구 효서로354번길 6(작전동),인천광역시 계양구 작전동 649-8,"6 Hyoseo-ro 354beon-gil, Gyeyang-gu, Incheon",2824510300,,2.82451E+24,032-450-6818,21127,,37.5274060,126.7355200,공공데이터,,20230207,20230207
KCDCIO22N000000197,문화시설,문화시설_보호구역,나솔채양로원,28,인천광역시,28245,계양구,2824510900,,2.82454E+11,인천광역시 계양구 솔고개길 19(박촌동),인천광역시 계양구 박촌동 200-4,"19 Solgogae-gil, Gyeyang-gu, Incheon",2824510900,,2.82451E+24,032-450-6818,21023,,37.5526860,126.7504490,공공데이터,,20230207,20230207
KCDCIO22N000000198,문화시설,문화시설_보호구역,상야동경로당,28,인천광역시,28245,계양구,2824511200,,2.82454E+11,인천광역시 계양구 벌말로565번길 15-16(상야동),인천광역시 계양구 상야동 38-5 상야동 경로당,"15-16 Beolmal-ro 565beon-gil, Gyeyang-gu, Incheon",2824511200,상야동 경로당,2.82451E+24,032-450-6818,21009,,37.5782270,126.7766030,공공데이터,,20230207,20230207
KCDCIO22N000000199,문화시설,문화시설_보호구역,동현학교,41,경기도,41610,광주시,4161025932,연곡리,4.16103E+11,경기도 광주시 곤지암읍 광여로 555-55,경기도 광주시 곤지암읍 연곡리 81-3 동현학교,"555-55 Gwangyeo-ro, Gonjiam-eup, Gwangju-si, Gyeonggi-do",4161025932,동현학교,4.16103E+24,031-760-4497,12722,,37.3719532,127.3951436,공공데이터,,20230207,20230207
KCDCIO22N000000200,문화시설,문화시설_보호구역,노인복지회관,41,경기도,41610,광주시,4161010500,,4.16103E+11,경기도 광주시 파발로 202(탄벌동),경기도 광주시 탄벌동 18-1 광주시노인복지회관,"202 Pabal-ro, Gwangju-si, Gyeonggi-do",4161010500,광주시노인복지회관,4.16101E+24,031-760-4497,12739,,37.4169063,127.2500002,공공데이터,,20230207,20230207
KCDCIO22N000000201,문화시설,문화시설_보호구역,작은안나의집,41,경기도,41610,광주시,4161033022,유정리,4.16103E+11,경기도 광주시 도척면 도척로 882-9,경기도 광주시 도척면 유정리 579-1,"882-9 Docheok-ro, Docheok-myeon, Gwangju-si, Gyeonggi-do",4161033022,,4.16103E+24,031-760-4497,12817,,37.2903213,127.3082577,공공데이터,,20230207,20230207
KCDCIO22N000000202,문화시설,문화시설_보호구역,송정2통노인정,41,경기도,41610,광주시,4161010300,,4.16103E+11,경기도 광주시 중앙로 309(송정동),경기도 광주시 송정동 528-9,"309 Jungang-ro, Gwangju-si, Gyeonggi-do",4161010300,,4.16101E+24,031-760-4497,12739,,37.4272080,127.2574640,공공데이터,,20230207,20230207
KCDCIO22N000000203,문화시설,문화시설_보호구역,지월5리 경로당,41,경기도,41610,광주시,4161025329,지월리,4.16103E+11,경기도 광주시 초월읍 현산로 298,경기도 광주시 초월읍 지월리 596,"298 Hyeonsan-ro, Chowol-eup, Gwangju-si, Gyeonggi-do",4161025329,,4.16103E+24,031-760-4497,12728,,37.4136790,127.2906902,공공데이터,,20230207,20230207
KCDCIO22N000000204,문화시설,문화시설_보호구역,하번천리 경로당,41,경기도,41610,광주시,4161037025,하번천리,4.16104E+11,경기도 광주시 남한산성면 은골길 1,경기도 광주시 남한산성면 하번천리 285-1 하번천리경로당,"1 Eungol-gil, Namhansanseong-myeon, Gwangju-si, Gyeonggi-do",4161037025,하번천리경로당,4.16104E+24,031-760-4497,12705,,37.4380870,127.2795710,공공데이터,,20230207,20230207
KCDCIO22N000000205,문화시설,문화시설_보호구역,광주시노인복지관 오포센터,41,경기도,41610,광주시,4161011400,고산동,4.16103E+11,경기도 광주시 오포로 885(고산동),경기도 광주시 고산동 253-3,"885 Opo-ro, Gwangju-si, Gyeonggi-do",4161011400,,4.16103E+24,031-760-4497,12790,,37.3693798,127.2313746,공공데이터,,20230207,20230207
KCDCIO22N000000206,문화시설,문화시설_보호구역,빛과 둥지 비전센터 및  LN빛과둥지,41,경기도,41271,안산시 상록구,4127110700,부곡동,4.12714E+11,경기도 안산시 상록구 시낭공원안길 19(부곡동),경기도 안산시 상록구 부곡동 714-11,"19 Sinanggongwonan-gil, Sangnok-gu, Ansan-si, Gyeonggi-do",4127110700,,4.12711E+24,031-481-5579,15275,,37.3368190,126.8584330,공공데이터,,20230207,20230207
KCDCIO22N000000207,문화시설,문화시설_보호구역,안산시 상록 장애인 복지관,41,경기도,41271,안산시 상록구,4127110300,,4.12713E+11,경기도 안산시 상록구 차돌배기로 24(사동),경기도 안산시 상록구 사동 1586 안산시립노인전문병원,"24 Chadolbaegi-ro, Sangnok-gu, Ansan-si, Gyeonggi-do",4127110300,안산시립노인전문병원,4.12711E+24,031-481-5579,15585,,37.2996660,126.8461380,공공데이터,,20230207,20230207
KCDCIO22N000000208,문화시설,문화시설_보호구역,황송공원,41,경기도,41133,성남시 중원구,,,4.11334E+11,경기도 성남시 중원구 금빛로2번길 35(금광동),경기도 성남시 중원구 금광동 2449-1,"35 Geumbit-ro 2beon-gil, Jungwon-gu, Seongnam-si, Gyeonggi-do",4113310300,,4.11331E+24,031-729-3672,13184,,37.4447620,127.1728571,공공데이터,,20230207,20230207
KCDCIO22N000000209,문화시설,문화시설_보호구역,상대원2동 제2복지회관,41,경기도,41133,성남시 중원구,4113310500,,4.11333E+11,경기도 성남시 중원구 희망로 374(상대원동),경기도 성남시 중원구 상대원동 2996-36 상대원2동 제2복지회관,"374 Huimang-ro, Jungwon-gu, Seongnam-si, Gyeonggi-do",4113310500,상대원2동 제2복지회관,4.11331E+24,031-729-3672,13397,,37.4389549,127.1589180,공공데이터,,20230207,20230207
KCDCIO22N000000210,문화시설,문화시설_보호구역,중원노인종합복지관,41,경기도,41133,성남시 중원구,4113310100,,4.11334E+11,경기도 성남시 중원구 제일로35번길 51(성남동),경기도 성남시 중원구 성남동 3439 중원노인종합복지관,"51 Jeil-ro 35beon-gil, Jungwon-gu, Seongnam-si, Gyeonggi-do",4113310100,중원노인종합복지관,4.11331E+24,031-729-3672,13366,,37.4320030,127.1315510,공공데이터,,20230207,20230207
KCDCIO22N000000211,문화시설,문화시설_보호구역,서울시니어스타워,41,경기도,41135,성남시 분당구,4113511400,,4.11354E+11,경기도 성남시 분당구 구미로173번길 47(구미동),경기도 성남시 분당구 구미동 297-2 서울시니어스분당타워,"47 Gumi-ro 173beon-gil, Bundang-gu, Seongnam-si, Gyeonggi-do",4113511400,서울시니어스분당타워,4.11351E+24,031-729-3672,13619,,37.3472408,127.1234689,공공데이터,,20230207,20230207
KCDCIO22N000000212,문화시설,문화시설_보호구역,판교노인종합복지관,41,경기도,41135,성남시 분당구,4113511000,,4.11353E+11,경기도 성남시 분당구 판교역로 99(백현동),경기도 성남시 분당구 백현동 528,"99 Pangyoyeok-ro, Bundang-gu, Seongnam-si, Gyeonggi-do",4113511000,,4.11351E+24,031-729-3672,13531,,37.3902271,127.1086108,공공데이터,,20230207,20230207
KCDCIO22N000000213,문화시설,문화시설_보호구역,율동경로당,41,경기도,41135,성남시 분당구,4113510400,,4.11353E+11,경기도 성남시 분당구 문정로 150(율동),경기도 성남시 분당구 율동 111-8 율동노인정,"150 Munjeong-ro, Bundang-gu, Seongnam-si, Gyeonggi-do",4113510400,율동노인정,4.11351E+24,031-729-3672,13576,,37.3831410,127.1511250,공공데이터,,20230207,20230207
KCDCIO22N000000214,문화시설,문화시설_보호구역,은행1동 공원경로당,41,경기도,41133,성남시 중원구,4113310400,,4.11333E+11,경기도 성남시 중원구 은행로 77(은행동),경기도 성남시 중원구 은행동 2021 은행동제1복지회관,"77 Eunhaeng-ro, Jungwon-gu, Seongnam-si, Gyeonggi-do",4113310400,은행동제1복지회관,4.11331E+24,031-729-3672,13164,,37.4526116,127.1686322,공공데이터,,20230207,20230207
KCDCIO22N000000215,문화시설,문화시설_보호구역,은행2동제1복지회관경로당,41,경기도,41133,성남시 중원구,4113310400,,4.11334E+11,경기도 성남시 중원구 산성대로604번길 6(은행동),경기도 성남시 중원구 은행동 597 은행제3복지회관,"6 Sanseong-daero 604beon-gil, Jungwon-gu, Seongnam-si, Gyeonggi-do",4113310400,은행제3복지회관,4.11331E+24,031-729-3672,13149,,37.4625348,127.1702180,공공데이터,,20230207,20230207
KCDCIO22N000000216,문화시설,문화시설_보호구역,은빛경로당,41,경기도,41134,성남시 수정구,4113110200,,4.11314E+11,경기도 성남시 수정구 남문로111번길 3(태평동),경기도 성남시 수정구 태평동 2645 태평2동 복지회관,"3 Nammun-ro 111beon-gil, Sujeong-gu, Seongnam-si, Gyeonggi-do",4113110200,태평2동 복지회관,4.11311E+24,031-729-3672,13286,,37.4477130,127.1386417,공공데이터,,20230207,20230207
KCDCIO22N000000217,문화시설,문화시설_보호구역,단대경로당,41,경기도,41135,성남시 수정구,4113110400,,4.11314E+11,경기도 성남시 수정구 희망로482번길 13(단대동),경기도 성남시 수정구 단대동 186-2 노인회지회,"13 Huimang-ro 482beon-gil, Sujeong-gu, Seongnam-si, Gyeonggi-do",4113110400,노인회지회,4.11311E+24,031-729-3672,13146,,37.4479656,127.1557792,공공데이터,,20230207,20230207
KCDCIO22N000000218,문화시설,문화시설_보호구역,상대원3동 복지회관 경로당,41,경기도,41136,성남시 중원구,4113310500,,4.11334E+11,경기도 성남시 중원구 박석로80번길 10(상대원동),경기도 성남시 중원구 상대원동 870 상대원3동 복지회관,"10 Bakseok-ro 80beon-gil, Jungwon-gu, Seongnam-si, Gyeonggi-do",4113310500,상대원3동 복지회관,4.11331E+24,031-729-3672,13235,,37.4400152,127.1662173,공공데이터,,20230207,20230207
KCDCIO22N000000219,문화시설,문화시설_보호구역,백현2통 경로당,41,경기도,41135,성남시 분당구,4113511000,,4.11354E+11,경기도 성남시 분당구 대왕판교로385번길 7(백현동),경기도 성남시 분당구 백현동 366-7,"7 Daewangpangyo-ro 385beon-gil, Bundang-gu, Seongnam-si, Gyeonggi-do",4113511000,,4.11351E+24,031-729-3672,13543,,37.3780050,127.1010272,공공데이터,,20230207,20230207
KCDCIO22N000000220,문화시설,문화시설_보호구역,한마음복지관,41,경기도,41135,성남시 분당구,4113510700,,4.11353E+11,경기도 성남시 분당구 야탑로 227(야탑동),경기도 성남시 분당구 야탑동 171 한마음복지관,"227 Yatap-ro, Bundang-gu, Seongnam-si, Gyeonggi-do",4113510700,한마음복지관,4.11351E+24,031-729-3672,13508,,37.4082275,127.1441532,공공데이터,,20230207,20230207
KCDCIO22N000000221,문화시설,문화시설_보호구역,호암마을회관,47,경상북도,47130,경주시,4713031530,호암리,4.71303E+11,경상북도 경주시 문무대왕면 기림로 386,경상북도 경주시 문무대왕면 호암리 340-1,"386 Girim-ro, Munmudaewang-myeon, Gyeongju-si, Gyeongsangbuk-do",4713031530,,4.71303E+24,054-779-6842,38120,,35.8288810,129.4060640,공공데이터,,20230207,20230207
KCDCIO22N000000222,문화시설,문화시설_보호구역,상신2리마을회관,47,경상북도,47130,경주시,4713033030,상신리,4.71303E+11,경상북도 경주시 내남면 내외로 1897-7,경상북도 경주시 내남면 상신리 658 상신2리마을회관,"1897-7 Naeoe-ro, Naenam-myeon, Gyeongju-si, Gyeongsangbuk-do",4713033030,상신2리마을회관,4.71303E+24,054-779-6842,38194,,35.7490810,129.1590970,공공데이터,,20230207,20230207
KCDCIO22N000000223,문화시설,문화시설_보호구역,모량복지회관,47,경상북도,47130,경주시,4713025627,모량리,4.71305E+11,경상북도 경주시 건천읍 모량방내길 65-2,경상북도 경주시 건천읍 모량리 699-12 모량복지회관,"65-2 Moryangbangnae-gil, Geoncheon-eup, Gyeongju-si, Gyeongsangbuk-do",4713025627,모량복지회관,4.71303E+24,054-779-6842,38180,,35.8208230,129.1255250,공공데이터,,20230207,20230207
KCDCIO22N000000224,문화시설,문화시설_보호구역,성지마을회관,47,경상북도,47130,경주시,4713038024,성지리,4.71305E+11,경상북도 경주시 천북면 성지중방길 7-4,경상북도 경주시 천북면 성지리 224,"7-4 Seongjijungbang-gil, Cheonbuk-myeon, Gyeongju-si, Gyeongsangbuk-do",4713038024,,4.71304E+24,054-779-6842,38036,,35.8952340,129.2867260,공공데이터,,20230207,20230207
KCDCIO22N000000225,문화시설,문화시설_보호구역,국당2리회관,47,경상북도,47130,경주시,4713037029,국당리,4.71303E+11,경상북도 경주시 강동면 천강로 1052-7,경상북도 경주시 강동면 국당리 751-5,"1052-7 Cheongang-ro, Gangdong-myeon, Gyeongju-si, Gyeongsangbuk-do",4713037029,,4.71304E+24,054-779-6842,38033,,35.9755710,129.2880720,공공데이터,,20230207,20230207
KCDCIO22N000000226,문화시설,문화시설_보호구역,방동경로회관,47,경상북도,47130,경주시,4713034023,외칠리,4.71303E+11,경상북도 경주시 산내면 단석로 471,경상북도 경주시 산내면 외칠리 902-9 산내면외칠리방동경로회관,"471 Danseok-ro, Sannae-myeon, Gyeongju-si, Gyeongsangbuk-do",4713034023,산내면외칠리방동경로회관,4.71303E+24,054-779-6842,38184,,35.7603550,129.0211450,공공데이터,,20230207,20230207
KCDCIO22N000000227,문화시설,문화시설_보호구역,대성경로당,47,경상북도,47130,경주시,4713013800,,4.71305E+11,경상북도 경주시 암곡1길 3(암곡동),경상북도 경주시 암곡동 1337-2 대성마을회관,"3 Amgok 1-gil, Gyeongju-si, Gyeongsangbuk-do",4713013800,대성마을회관,4.71301E+24,054-779-6842,38114,,35.8542430,129.3041140,공공데이터,,20230207,20230207
KCDCIO22N000000228,문화시설,문화시설_보호구역,경주시장애인종합복지관,47,경상북도,47130,경주시,4713012400,,4.71305E+11,경상북도 경주시 유림로5번길 99-11(황성동),경상북도 경주시 황성동 792-1 경주장애인종합복지관/경주장애인체육관,"99-11 Yurim-ro 5beon-gil, Gyeongju-si, Gyeongsangbuk-do",4713012400,경주장애인종합복지관/경주장애인체육관,4.71301E+24,054-779-6842,38069,,35.8802290,129.2183690,공공데이터,,20230207,20230207
KCDCIO22N000000229,문화시설,문화시설_보호구역,이촌경로당,28,인천광역시,28245,계양구,2824510100,,2.82454E+11,인천광역시 계양구 봉오대로531번길 27(효성동),인천광역시 계양구 효성동 96-2,"27 Bongo-daero 531beon-gil, Gyeyang-gu, Incheon",2824510100,,2.82451E+24,032-450-6818,21098,,37.5331160,126.7073750,공공데이터,,20230207,20230207
KCDCIO22N000000230,문화시설,문화시설_보호구역,작전노인대학,28,인천광역시,28245,계양구,2824510300,,2.82453E+11,인천광역시 계양구 주부토로 368(작전동),인천광역시 계양구 작전동 177,"368 Jubuto-ro, Gyeyang-gu, Incheon",2824510300,,2.82451E+24,032-450-6818,21118,,37.5270170,126.7300930,공공데이터,,20230207,20230207
KCDCIO22N000000231,문화시설,문화시설_보호구역,계산노인문화센터,28,인천광역시,28245,계양구,2824510200,,2.82452E+11,인천광역시 계양구 경명대로 980(계산동),인천광역시 계양구 계산동 885-24 계산노인문화센터및재가노인지원센터,"980 Gyeongmyeong-daero, Gyeyang-gu, Incheon",2824510200,계산노인문화센터및재가노인지원센터,2.82451E+24,032-450-6818,21043,,37.5436760,126.7156080,공공데이터,,20230207,20230207
KCDCIO22N000000232,문화시설,문화시설_보호구역,울산참사랑의집,31,울산광역시,31170,동구,3117010800,,3.11702E+11,울산광역시 동구 방어진순환도로 1355(서부동),울산광역시 동구 서부동 901-9,"1355 Bangeojinsunhwando-ro, Dong-gu, Ulsan",3117010800,,3.11701E+24,052-209-3724,44016,,35.5280211,129.4066914,공공데이터,,20230207,20230207
KCDCIO22N000000233,문화시설,문화시설_보호구역,서대문노인종합복지관,11,서울특별시,11410,서대문구,1141010600,,1.14104E+11,서울특별시 서대문구 독립문로8길 57(천연동),서울특별시 서대문구 천연동 117-3 시립서대문노인종합복지관,"57 Dongnimmun-ro 8-gil, Seodaemun-gu, Seoul",1141010600,시립서대문노인종합복지관,1.14101E+24,02-330-1746,03745,,37.5680045,126.9591178,공공데이터,,20230207,20230207
KCDCIO22N000000234,문화시설,문화시설_보호구역,서대문노인전문요양센터,11,서울특별시,11410,서대문구,1141011800,,1.14104E+11,서울특별시 서대문구 홍지문2길 59(홍은동),서울특별시 서대문구 홍은동 4 구립서대문노인전문요양센터,"59 Hongjimun 2-gil, Seodaemun-gu, Seoul",1141011800,구립서대문노인전문요양센터,1.14101E+24,02-330-1746,03608,,37.5982821,126.9559080,공공데이터,,20230207,20230207
KCDCIO22N000000235,문화시설,문화시설_보호구역,실버스토리,11,서울특별시,11410,서대문구,1141011800,,1.14103E+11,서울특별시 서대문구 모래내로 330(홍은동),서울특별시 서대문구 홍은동 275-59 미도빌딩,"330 Moraenae-ro, Seodaemun-gu, Seoul",1141011800,미도빌딩,1.14101E+24,02-330-1746,03658,,37.5797210,126.9337441,공공데이터,,20230207,20230207
KCDCIO22N000000236,문화시설,문화시설_보호구역,연희노인여가복지시설,11,서울특별시,11410,서대문구,1141011700,,1.14104E+11,서울특별시 서대문구 홍제천로2길 111(연희동),서울특별시 서대문구 연희동 519-127 연희1동 노인여가복지시설,"111 Hongjecheon-ro 2-gil, Seodaemun-gu, Seoul",1141011700,연희1동 노인여가복지시설,1.14101E+24,02-330-1746,03700,,37.5722410,126.9235770,공공데이터,,20230207,20230207
KCDCIO22N000000237,문화시설,문화시설_보호구역,연희시니어스,11,서울특별시,11410,서대문구,1141011700,,1.14104E+11,서울특별시 서대문구 연희로31길 8-7(연희동),서울특별시 서대문구 연희동 151-161 연희 시니어스,"8-7 Yeonhui-ro 31-gil, Seodaemun-gu, Seoul",1141011700,연희 시니어스,1.14101E+24,02-330-1746,03696,,37.5763370,126.9348058,공공데이터,,20230207,20230207
KCDCIO22N000000238,문화시설,문화시설_보호구역,홍남경로당,11,서울특별시,11410,서대문구,1141011800,,1.14104E+11,서울특별시 서대문구 증가로4길 38-9(홍은동),서울특별시 서대문구 홍은동 415-22,"38-9 Jeungga-ro 4-gil, Seodaemun-gu, Seoul",1141011800,,1.14101E+24,02-330-1746,03664,,37.5773180,126.9274634,공공데이터,,20230207,20230207
KCDCIO22N000000239,문화시설,문화시설_보호구역,영도구 노인복지회관,26,부산광역시,26200,영도구,2620010200,,2.62004E+11,부산광역시 영도구 절영로29번길 14(대교동2가),부산광역시 영도구 대교동2가 159-10 노인복지관,"14 Jeoryeong-ro 29beon-gil, Yeongdo-gu, Busan",2620010200,노인복지관,2.62001E+24,051-419-4558,49052,,35.0913301,129.0400929,공공데이터,,20230207,20230207
KCDCIO22N000000240,문화시설,문화시설_보호구역,파랑새노인건강센터,26,부산광역시,26200,영도구,2620012000,,2.62003E+11,부산광역시 영도구 와치로 78(청학동),부산광역시 영도구 청학동 483-1,"78 Wachi-ro, Yeongdo-gu, Busan",2620012000,,2.62001E+24,051-419-4558,49087,,35.0859508,129.0596029,공공데이터,,20230207,20230207
KCDCIO22N000000241,문화시설,문화시설_보호구역,와치노인교실,26,부산광역시,26200,영도구,2620012100,,2.62004E+11,부산광역시 영도구 함지로79번길 76(동삼동),부산광역시 영도구 동삼동 510-9 와치종합사회복지관,"76 Hamji-ro 79beon-gil, Yeongdo-gu, Busan",2620012100,와치종합사회복지관,2.62001E+24,051-419-4558,49114,,35.0759964,129.0655229,공공데이터,,20230207,20230207
KCDCIO22N000000242,문화시설,문화시설_보호구역,빛과진리 노인교실,26,부산광역시,26200,영도구,2620010800,,2.62004E+11,부산광역시 영도구 한사랑길 63(영선동1가),부산광역시 영도구 영선동1가 108 빛과진리교회,"63 Hansarang-gil, Yeongdo-gu, Busan",2620010800,빛과진리교회,2.62001E+24,051-419-4558,49060,,35.0897278,129.0440205,공공데이터,,20230207,20230207
