ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLUB_NM,TROBL_TY_NM,OPER_TIME_CN,CLUB_INTRCN_CN
축구,,충남,서산시,서장축fc,지체장애,매주 화 19시,
축구,,전북,익산시,새소망어울림 축구동호회,지적장애,매주 수금 10시,
축구,풋살,충남,계룡시,(도비)계룡시 장애인 풋살클럽,지적장애,매주 토 10:00~11:00,
축구,,충남,금산군,(군비) 2022 금산군 어울림 풋살 동호회,지체장애,"매주 토,일 오전8시",시각장애인축구 B1 5인제 축구동호회 입니다.
축구,,서울,송파구,프라미스랜드 시각축구클럽,시각장애,격주 토 13시~17시,
축구,,충남,서천군,(기금) 2022년 성도원 풋살클럽,지적장애,"매주 수, 오후 3시",스포츠를 통하여 농아인의 체력 단력 및 사회 통합 도모
축구,,경남,통영시,통영이순신FC,지적장애,매주 목 19:00~21:00,&apos;울산TOP&apos;는 중증 뇌병변 장애인들이 결성한 울산에 유일한 전동휠체어 축구 자조모임입니다.  전동휠체어 축구는 특수 제작한 풋 가드를 전동휠체어에 장착하여 큰 공을 몰고 상대팀의 골 라인으로 차는 경기입니다.
축구,,경남,창원시,창원농아FC클럽,청각장애,매주  토요일 오후 6시,신안군 압해읍 지적장애인 거주시설 및 이용인들의 풋살동호인 클럽입니다
축구,,충남,당진시,(도비)블루드래곤축구클럽,지적장애,매주토요일 오후1시,
축구,,서울,성북구,성북구 다함풋살 클럽,기타장애,매주 월요일 오후 2시,
축구,,전북,부안군,2022 전북장애인생활체육 풋살동호회(부안),기타장애,"수,토 14:00-15:00",
축구,,충남,당진시,(도비)언더독축구클럽,청각장애,매주 토요일 오후4시,
축구,,부산,동래구,부산Dynamic F.C,지적장애,매주 토요일 오후4시,
축구,,서울,송파구,송파구 F.C HOLYLAND축구클럽(홀리랜드),지적장애,매주 토 오후2시,발달장애인청소년과 성인들의 체력 단련과 협력을 바탕으로 건전한 문화를 조성하여 대인 관계 향상 및 사회성 증진을  통한 지역사회에서 삶의 질을 높이며 축구 단체의 발전과 육성에 기여한다.
축구,풋살,충남,공주시,(도비)B·NUFC풋살동호회,지적장애,매주 목 오전 10시20분,스포츠를 통하여 농아인의 체력 단력 및 사회통합 도모
축구,,경기,남양주시,남양주FC,지적장애,"매주 토(오전9시), 일(오후3시)",대전 시각장애인(전맹부) 축구동호회 입니다.
축구,,서울,송파구,서울시농아인축구협회(서울셀로나축구단),청각장애,일 오후 2시~5시,
축구,,울산,북구,울산TOP,뇌병변장애,매주 금 오후 2시~4시,
축구,뉴스포츠,경기,안성시,안성SKYFC유소년축구클럽,지적장애,매주토요일 12시30분,
축구,,대전,서구,한마음BFC,시각장애,"매주 월, 금 오후 2시",
축구,,경기,용인시수지구,아이비전통합축구클럽,지적장애,매주토요일 오후 12시30분,통영에서 유일무이한 장애인과 비장애인이 함께하는 통합스포츠단 입니다.
축구,,경남,남해군,화전FC,지적장애,매주 토요일,
축구,풋살,전남,영암군,소림풋살클럽,지적장애,"화,수 3시30",
축구,,전남,신안군,힘차게발로차,지적장애,"매주 토요일, 14:00~15:00",
축구,,경남,양산시,양산이글스축구클럽,청각장애,매주토오후6시,
컬링,,경기,용인시,용인시장애인컬링클럽,지체장애,"매주 토,일 오후 4시",함께 어울릴 수 있는 생활체육을 통해 이해하고 소통하는 관계로 발전하고  장애인체육 인식개선을 위해 노력하며 활동을 함.
컬링,,강원,춘천시,강원도 농아인컬링 동호회,청각장애,매주 토요일 오전 10시,본 클럽은 강원도내 청각장애인들의 동계종목 보급과 생활체육 활성화 및 장애인 체육 인식개선으로 활동 함
컬링,,부산,금정구,부산해머컬링클럽,지체장애,전지훈련3회이상(3박4일),"아직은 전용 컬링장이 없어 전지훈련(강릉,의정부,의성)으로 실력을 향상시키고 있으나 곧 해운대 한마음스포츠센터에 컬링장이 생기면 매일 할 수 있는 여건이 됩니다. 많은 분들이 함께하면 좋겠습니다."
컬링,,서울,마포구,마포 뉴에이지 컬링클럽,지체장애,매주 금 오후 2시,함께 어울릴 수 있는 생활체육을 통해 이해하고 소통하는 관계로 발전하고    장애인체육 인식개선을 위해 노력하며 활동을 함.
탁구,,경기,수원시,수원시장애인복지관탁구클럽,지체장애,09~18시까지,
탁구,,경기,부천시,부천스마트탁구동호회,지체장애,"매주 월,수,금 09시~17시",활력과 사랑이 넘치는 탁구 클럽 입니다.
탁구,,광주,남구,무등산시각탁구동호인클럽,시각장애,"매주 수,금 오전10시",최고보단 최선을 다하는 열정있는 무등산 시각 탁구 동호인클럽입니다~!
탁구,,충북,음성군,2022 음성군장애인탁구동호회,지체장애,매주 화요일 10:00,음성군장애인복지관을 이용하는 장애인 탁구동호회 입니다.
탁구,,서울,노원구,노원 평화어울림탁구클럽,지체장애,"월,수 오후12시",장애인탁구클럽
탁구,,경기,시흥시,시흥시스카이탁구클럽,지체장애,"매주 화,목,토 오후 2시",높고 넓은 창공을 향해 나래를 펼치는 장애인과 비장애인이 어울리는 탁구클럽입니다.
탁구,,서울,양천구,양천 해누리 탁구클럽,지체장애,매주 월 화 목 금 오후 1시 - 오후 6시,"오랜 역사와 전통을 가진 서울에서 손꼽히는 클럽입니다. 장애를 가지고 탁구를 좋아하고 같이 어울려 생활하는 것을 즐깁니다. 또한 국가대표도 여러명 배출하였고, 전국체전 서울시 대표도 5-6명이 활동하며 어울려 활동하는 클럽입니다. 언제든지 찿아와 같이 클럽활동하기를 바랍니다."
탁구,,충남,금산군,2022 한마음탁구,지체장애,"매주 화,목 10시 / 일 14시",
탁구,,경기,화성시,아르딤복지관탁구동호회,지체장애,매주 수13:00-15:30,아르딤복지관탁구동호회는 항상 웃음과 미소가 절로 지어지게 하는 가족 같은 분위기로 즐거운 생활을 하고 있습니다.
탁구,,부산,영도구,이글스탁구동호회,지체장애,"매주 화,목14시~17시",스피드한 탁구 운동을 하며 몽과 마음의 건강 향상을 위한 모임
탁구,,대구,달서구,티키타카 탁구클럽,지체장애,매주 수 10시,지체장애인협회 달서구지회에서 함께하는 탁구클럽입니다.
탁구,,경기,의정부시,천보장애인탁구클럽,기타장애,매주 목요일 13시,
탁구,,충남,공주시,2022년 핑핑퐁퐁 탁구 동호회,지체장애,매주 수 오후6시,
탁구,,충북,제천시,2022 드림데프 탁구클럽,청각장애,매주 일요일 오후1시~3시,
탁구,,충남,공주시,2022년 공주시 탁구선수,기타장애,매주 수 오후 6시,2022년 공주시 생활체육 탁구 선수들을 위한 클럽입니다.
탁구,,경남,창원시마산회원구,경남장애인새봄회탁구동호회클럽,지체장애,"매주 월,화,수,목,금 오후 2시",
탁구,,경남,창원시성산구,미생탁구동호회,지체장애,목 오후 3시30분,
탁구,,경기,이천시,이천시장애인탁구동아리,기타장애,매주 목요일 오후 1시,"장애인과 비장애인과 만남 및 소통의 장을 마련하여 꾸준히 장애인들의 개인 건강을 유지하면서, 늘 긍정의 마음을 갖고 적극적인 생활을 할 수 있는 계기를 마련해 준다."
탁구,,대구,달서구,대구보훈스포츠탁구클럽,지체장애,"매주 월,수,금 오후2시",대구에서 가장 오래되었고 많은 올림픽대표들을 배출한 어울림탁구클럽임
탁구,,경기,부천시,해피탁구클럽,지체장애,"매주 월,수,금 11시~오후4시",탁구를 통해서 장애인들의 재활을 이루어가고 사회 참여활동에 적극적으로 참여하는 멋진 이들의 모임입니다.
탁구,,충북,충주시,2022 충주시각탁구클럽,시각장애,"매주 월,수 9시~11시30분",
탁구,,경기,광명시,광명시장애인나래탁구클럽,지체장애,"매주 화, 목 오후 2시","광명시지역 중등장애인의 탁구 생활체육의 활성화를 위해 만들어졌으며, 활동하고 있습니다."
탁구,,광주,남구,LPG탁구클럽,지체장애,"매주 화,수,목 오전10시~오후4시",장애인/비장애인 누구나 함께 어울림과 공감할 수 있는 클럽
탁구,,충남,아산시,아산 더 이룸 탁구틀럽,지체장애,화.수.목.금,아산에서 활동하는 이룸 탁구클럽은 탁구를 좋아하는 여러 유형의 장 애인이 모여서 재활과  친목을 다지며 서로 함게 탁구를 하는 클럽 입니다.  탁구를 좋와하는 장애인 분이라면 언제든지 저히 클럽으로 오세요.  언제든 환영 합니다.
탁구,,경남,산청군,산청군시각장애인탁구동아리,시각장애,매주 월 10시,
탁구,,광주,서구,가온탁구클럽,지체장애,"매주 월,수,토 오전10시-오후4시","탁구를 사랑하는 사람(장애인,비장애인,남,여,노,소)이면 누구나 함께 참여할 수 있습니다."
탁구,,경기,안산시단원구,상록어울림탁구회,지체장애,"매주 화, 목 12:30",안산시 사동에 소재한 상록장애인복지관에서 경기도 일대 거주하고 탁구를 사랑하고 탁구를 통하여 장애인과 비장애인이 함께 어울려 상호간의 이해와 친목을 도모하고 건강한 정신과 강인한 체력을 함양하여 이웃 사랑과 지역발전에 일조함을 목적으로 하는 동아리 모임입니다.
탁구,,광주,동구,행복탁구동아리,지적장애,"매주 수, 금 10시 ~12시",
탁구,,광주,남구,달뫼탁구클럽,기타장애,매주 화 오후 3시30분,광주광역시남구장애인복지관 달뫼탁구클럽
탁구,,부산,동래구,충렬탁구클럽,비장애인,"매주 월,화,수,목,금,토,일 오후1시","충렬탁구클럽은 장애자, 비장애자가 함께 초등학생부터 성인까지 탁구운동을 하고있는 탁구동호회입니다"
탁구,,충북,진천군,2022 진천장애인탁구동호회,지체장애,매주 화 오전10,2006년부터 진천군내에서 장애인탁구클럽을 활동해오고 있습니다.  지체 뇌병변 지적장애등 여러회원들이 즐겁게 탁구를 즐기고 있습니다.
탁구,,부산,사상구,신나는탁구클럽,지체장애,"매주 월,화,목,금 오전10",부산 사상구에서 활동하고있는 생활체육동호회 신나는탁구클럽 김갑진 입니다.  잘부탁드립니다!
탁구,,경기,수원시,서호장애인탁구클럽,지체장애,"매주 월,화,수,목,금 12시",
탁구,,충북,충주시,2022 장애인탁구레슨클럽,지체장애,"매주월,목 오후1시",
탁구,,경남,양산시,올탁구나!,지적장애,매주 화요일 오후 4시,올~탁구나! 하루종일 탁구 생각 올데이 탁구
탁구,,충남,당진시,(도비)참사랑탁구클럽,기타장애,매주금요일 오전10시,
탁구,,경기,용인시,용인IL탁구동호회,지체장애,매주화목 오전9시,
탁구,,경남,남해군,보물섬 탁구단,지적장애,매주 목요일,
탁구,,충남,예산군,(대회)2022년 한사랑탁구클럽,지체장애,"매주 월, 목 14:00~15:00",예산군장애인탁구클럽입니다.
탁구,,경남,양산시,꿈이룸,지적장애,매주 월요일 오후4시,
탁구,,충남,부여군,부여탁구교실,시각장애,매주 목 13시,
탁구,,경남,남해군,샬롬동호회,지체장애,매주 월 -금 오후 2시,지역 장애인의 여가 활동및 장애인탁구 저변확대를 위한 모임
탁구,,서울,마포구,마포구 어르신 스매싱탁구클럽,지체장애,매주 수요일 10시,○ 생활체육을 통한 건강 및 체력 증진.  ○ 어르장애인의 문화여가 생활로  삶의 질 향상을 도모.  ○ 지역 장애인의 화합과 친목 교류.
탁구,,서울,강서구,강서장애인탁구클럽,지체장애,매주 목. 토  오전 10시~12시,저희 클럽은 장애인들이 모여서 탁구라는 종목으로 회원들간의 친목을 도모하고 실력향상에 목표를 두고 열심히 활동하는 클럽입니다.
탁구,,경기,용인시,용인시 파워핑퐁 탁구동호회,지체장애,"매주 토, 오전10시",
탁구,,부산,기장군,정관동행탁구클럽,지체장애,"매주 화,수,목,금,토 오전10시",지체장애인과 비장애인이 함께 하는 동행탁구클럽으로  운동을 통한 심신의 재활과 장애 인식 개선을 목적으로 함
탁구,,세종,NULL,늘푸른 탁구클럽,기타장애,매주 목 18시,
탁구,,충남,태안군,(대회)태안군 장애인 탁구클럽,지체장애,매주 월 15:00,태안군 장애인 탁구클럽
탁구,,충남,천안시,(시비)시각장애인스포츠클럽(탁구),시각장애,매주 금 9시 30분,능수버들 시각탁구 동호회
탁구,,경기,과천시,과천시장애인탁구클럽,지체장애,매주 토요일 오후2시,
탁구,,충남,서산시,(시비)서산시장애인체육회탁구,시각장애,매주 목 오후1시~3시,
탁구,,경기,포천시,첼린지핑퐁클럽,지적장애,매주 목 10시 ~12시,장애인과 비장애인이 함께 어울려 탁구경기를 진행하면서 친목도모 및 체력증진 같이 함께함.
탁구,,경기,의정부시,블루라이트,지적장애,"매주 목, 금 3시","지적장애인들로 구성된 탁구클럽입니다. 지적장애인들 간의 탁구 기능 훈련 및 상호작용, 사회성 향상을 목표로 연습하고 있습니다."
탁구,,경기,용인시,용인IL탁구동호회,기타장애,매주화목 오전9시,
탁구,,충북,청주시,2022 휠체어탁구사랑동호회,지체장애,매주화 오후14~17시,
탁구,,충남,계룡시,(도비) 계룡시장애인 꽃보다 핑퐁 탁구클럽,지체장애,매주 목 14:00~17:00,
탁구,,경기,부천시,부천시장애인카리스탁구동호회,지체장애,"매주 월,수,금 11시~16시",누구나 대환영
탁구,,부산,남구,평화복지탁구클럽,기타장애,"목, 금 13:30~15:30",
탁구,,경기,수원시,수원장애인탁구클럽,지체장애,매주 월~토 오전9시,
탁구,,경기,성남시,아이랑탁구클럽,지적장애,매주 금요일 오후4시,성남에서 활동하는 발달장애인 탁구클럽입니다
탁구,,경남,창녕군,내담탁구 동호회,지체장애,매주 월.수.금 10:00-12:00,
탁구,,전북,장수군,2022 전북장애인생활체육 탁구클럽(장수),기타장애,"매주 화,목 17시",
탁구,,서울,성북구,성북구 호순이 탁구클럽,기타장애,매주 수 오후1시30분,
탁구,,경기,시흥시,시흥시임팩트탁구클럽,지체장애,"매주 월,수 오후2시",
탁구,,강원,홍천군,장애인어울림너브내탁구클럽,지체장애,매주 목요일 오후1시30분,
탁구,기타,부산,연제구,올탁구나 탁구교실,기타장애,매주 수요일 오후 3시,
탁구,,대구,달서구,달구벌탁구클럽,지체장애,"매주 월,수,금 오후 1시-5시",장애인과 비장애인이 함께하는 탁구클럽입니다.
탁구,,충남,논산시,(도비)논산시장애인탁구클럽,지적장애,매주 목 16:00~18:00,논산시장애인탁구클럽입니다!
탁구,,충북,영동군,2022 희망영동탁구클럽,지체장애,매주 월요일/ 오후1시,충북 영동군장애인복지관 희망영동탁구클럽 입니다.  당사자 중심 및 자발적인 참여 활동으로 사회참여 기회를 확대하고 소속감을 높이고자 합니다.
탁구,,충남,천안시,(도비)참좋은탁구클럽,지체장애,매주 월/수/금 13:00~17:00,
탁구,,충남,천안시,(도비)셀러브리티탁구스포츠클럽,지체장애,매주 목 14:00~15:00,
탁구,,충남,홍성군,미래로탁구스포츠클럽,지체장애,"매주 월, 화, 목",
탁구,,대구,수성구,대구장애인종합복지관탁구클럽,지체장애,매주/월-금 오후1시,장애 비장애인이 함께 어울려서 즐겁게 운동하는 클럽
탁구,,경남,하동군,하동탁구공소리,시각장애,매주 월 오전10~오후 3시,
탁구,,경남,양산시,양산시퐁돌이탁구동아리,지체장애,매주  화 오후 6시,장애인과 비장애인이 함께 운동하는 단체입니다.
탁구,,경기,구리시,구리탁구클럽,지체장애,매주 화요일 9:30~10:30,
탁구,,제주,제주시,제주등대탁구클럽,지체장애,매주 월 금 오전 9시,"저희 제주등대탁구클럽은 지체장애인은 물론 장애의 종류와 정도에 구분없이 탁구를 사랑하고 관심이 있는 모든 장애인에게 열려있는 클럽입니다. 장애인의 친목도모는 물론 신체적, 정신적 건강 증진에 노력하며 다함께 더불어 사는 사회를 만든다는 클럽신조답게 비장애인 회원도 가입이 가능한 클럽입니다.  또한 탁구사랑이라는 공통된 마음으로 대한민국 장애인 탁구의 향상에도 노력하고 있습니다."
탁구,뉴스포츠,부산,연제구,곰두리좌식탁구클럽,지체장애,"매주 월,금 오후 4시~","ㅇ 2011년 7월 5일 곰두리좌식탁구클럽(동호회) 창단.  ㅇ 생활체육의 새로운 종목(좌식탁구)으로 활동함.  ㅇ 장애인.비장애인 남,여 동등한 조건에서 활동함.  ㅇ 월 1회, 일주일에 2회에 걸쳐 클럽(동호회) 활동."
탁구,,대구,달서구,신나는탁구클럽,지체장애,"월,수,금 오후 1~3시30분",신나는탁구클럽은 대구에 거주하는 장애인비장애인이 함께모여 운동하는 탁구동호회  입니다
탁구,,서울,강북구,강북구 장애인 탁구동호인클럽(강장탁),지체장애,매주월수 오전10시,강북구 지역의 장애인 탁구 동호인들의 모임
탁구,,전남,여수시,여수시장애인 다바다 탁구클럽,지체장애,매주 월 오후3시,생활체육 탁구를 통해 장애인과 비장애인의 어울림으로 건강증진 및 삶의 질 향상
탁구,,경기,광주시,해피핑퐁클럽,시각장애,매주 화요일 오후 4시,광주시 장애인들이 모여 탁구로 건강증진과 여가생활을 즐기기 위한 클럽입니다.
탁구,,서울,영등포구,영등포 장애인탁구클럽(영탁클럽),지체장애,"매주 화,목 토 오전10시","영탁탁구 클럽은 2019년 5월9일  탁구를 사랑하는 영등포구  장애인들이 함께 운동하며 시작하여 현재 30명의 회원과 준회원10명이 함께 모여 매주 화,목,토 함께 운동하는 모임입니다"
탁구,,전북,부안군,2022 전북장애인생활체육 탁구동호회(부안),기타장애,"화,목 10:00-12:00",
탁구,,충남,아산시,(도비)아산 THE 이룸 장애인탁구 스포츠클럽,지체장애,"매주 화,목 13:00~17:00",
탁구,,서울,강동구,센터봄 탁구클럽,기타장애,매주 금 오후 1시30분,
탁구,,경기,안산시,최상클럽,뇌병변장애,웡~금 오전 8시에서 ~,취미나 친목 따위의 공통된 목적을 가진 사람들이 조직한 단체.  클럽의 의미를 훼손하지 않고 취미와 친목을 가지면서 서로가 배척하는 분위기를 만들지 않는 모임으로 나갔으면 합니다.
탁구,,전남,광양시,광양시자립탁구클럽,지체장애,"매주 화, 오전 10시",
탁구,,경북,경산시,경산진량탁구클럽,지체장애,"매주 토,일 오후 4시",
탁구,,울산,울주군,울주군복탁모동호인클럽,지체장애,"매주 월,금 오후 4시까지, 토 오후 1시까지","장애인 재활운동으로는 아주 적합한 운동이며, 복지관에서 인기가 상당히 있음."
탁구,,충남,서산시,모드니탁구 스포츠 클럽,지체장애,매주 목 13:00,
탁구,,충남,서산시,장애청소년 탁구교실,지적장애,매주 화13:40,
탁구,,경남,김해시,탁사랑,지체장애,"매주 수, 오후2시",생활체육을 통하여 활동력을 제공하며 운동을 통하여 재활에 자신감을 심어 사회복귀에 도움을 줍니다.  저희 체육동아리는 건강한생활을 적적적으로 돕습니다.
탁구,,충남,서산시,핑퐁탁구클럽,지적장애,매주 목 10시 30분,
탁구,,강원,영월군,영월장애인탁구동호인,지적장애,매주 목 오전 10:30 ~ 11:30,장애인탁구동호인클럽
탁구,,광주,북구,빛고을장애인탁구,지체장애,매주 월화수목금토10시ㅡ16;00,지체장애인과 보호자가 함께운동하는멋진클럽
탁구,,경남,창원시진해구,씽씽탁구동호회,지체장애,매주 수요일 4시~6시,창원시 진해장애인복지관에서 장애인탁구를 통해 멋진 삶을 만들어가는 씽씽탁구동호회입니다.
탁구,,경기,양주시,양주시그루터기탁구클럽,지적장애,매주 금 오후 2시~16시,"전공과 및 고등학교 졸업이후 탁구에 관심이 있는  지역 발달장애인들 으로 구성된 모임 입니다  탁구클럽 스포츠 활동 하므로서 재활, 여가 활동 으로 사회성향상으로 적극적인 사회참여 유도"
탁구,,경기,오산시,탁톡클럽,지체장애,화금 오후2시,
탁구,,경남,창원시,하나탁구동호회,지체장애,"월,화,목,금","? 건전한 스포츠정신으로 장애인탁구를 즐기며, 회원들 간 친목을 도모한다.    ? 신규 또는 여성 장애인들에게 탁구를 통해 지속적인 생활체육 참여기회를 제공한다.    ? 평소 운동기회가 적은 많은 장애인들에게 여가활동과 침목다짐의 장이 되도록 한다."
탁구,,전북,전주시,전주거북이탁구클럽,지체장애,"매주 화,목 오후 2시",
탁구,,대전,유성구,대전 탁구 동호회,기타장애,"매주 월,수 15:00~16:00",
탁구,기타,전북,김제시,장애인에이스클럽,지체장애,"월,목오후 1시",장애인과 비장애인의 어우림및 전문지도자 참여로 전문 선수까지
탁구,,경남,김해시,푸른소나무,지체장애,매주 5회 4시간,
탁구,,대전,유성구,2022 탁구 동호회,지체장애,"월, 금 15:00~16:00",
탁구,,전남,목포시,목포장애인탁구클럽,지체장애,화요일 오후1시~4시,장애인과 비장애인 모두 탁구가 좋아 만나는 클럽!!
탁구,,전북,김제시,지평선장애인탁구클럽,지체장애,"매주 월,목 오후 1시",
탁구,,경기,양평군,양평군장애인탁구클럽,지체장애,"매주 수, 금 오후1시~5시",양평군장애인 복지관의 이용하는 장애인과 양평군 거주 장애인을 위한 건강과 사회통합을 통한 장애인 삶의 질 향상을 위한 클럽 목적.
탁구,,전북,군산시,2022년 전북장애인생활체육 군산새만금PPL탁구클럽,지체장애,매주 토요일 10:00~12:00,
탁구,,전북,익산시,익산어메이징 탁구동호회,지체장애,매주 월수금 16시,
탁구,,경기,김포시,김포통진참소리탁구클럽,기타장애,매일오후1시,장애인과 비장애인이 함께 운동하는 어울림 클럽으로 장애인 전문선수 육성을 목표로  지역사회 생활체육인들과 활발하게 교류하고 있습니다.
탁구,,전북,완주군,완주재활탁구클럽,지체장애,매주 목 오후 3시,
탁구,,경남,사천시,와룡장애인탁구동호회,지체장애,14시~16시,재미 있읍니다.
탁구,,충남,보령시,힐링탁구스포츠클럽,지체장애,"매주월,목 오후 13:00",보령 관내 거주하시는 장애인분들을 대상으로 탁구 스포츠클럽을 운영하고 있습니다.  언제든지 문의주세요.
탁구,,충남,금산군,2022 금산군장애인 시각탁구 교실,시각장애,"매주 화,수 오전 10시",
탁구,,경기,고양시,고양시장애인탁구클럽,기타장애,"매주 월, 수, 금 오후 1시~5시",생활체육을 통한 제가장애인들의 사회활동을 이끌고 전문체육선수로의 발전을 도모하는 클럽
탁구,,경남,진주시,진주시장애인탁구협회,지체장애,매주 수요일 2시~4시,
태권도,,대전,유성구,2022 이삭 태권도장,지적장애,"매주 목,금 10시30분",2022년 이삭주간보호센터 생활체육 동호회 사업 태권도 프로그램을 위한 클럽입니다. ^^
태권도,,전북,김제시,김제 해내리 태권도클럽,지적장애,매주 화 오후 3시,
태권도,,대구,서구,서대구태권체조클럽,지적장애,매주 화 오전11시,"성인발달장애인(지적, 자폐성) 참여자 클럽으로 태권도와 각종 체조들을 혼합하여 즐겁고 신체와 마음을 건강하게 도와주는 활동을 합니다."
태권도,,경기,광명시,광명시장애인태권도협회,지적장애,매주 목요일 9시~1시30분,
태권도,,전북,익산시,함열유소년태권도클럽,지적장애,매주월수 17시,
태권도,,전북,익산시,함열태권도클럽,지체장애,수목 10시 30분,
태권도,,전북,김제시,김제 보호작업장 태권도클럽,지적장애,매주 화 오후 2시,
태권도,,대전,중구,스페셜리태권클럽,지적장애,"매주 수,금 10시30분",
태권도,,충북,청주시,2022 희망태권도클럽,지적장애,매주 목 오전 10시,희망태권도클럽은 지적장애인분들의 심신단련과 정서적 안정을 도모하기 위해 우리나라 국기인 태권도를 연마하는 클럽으로 태권도에 대한 관심이 많은 지적장애인분들의 많은 참여와 관심 부탁드립니다.
태권도,,울산,남구,울산무거복지센터 태권도 동호회 &quot;몸튼튼 마음 튼튼&quot;,지적장애,"매주 수, 금 오전11시~12시",&quot;몸 튼튼 마음 튼튼&quot; 울산무거복지센터 이용 장애인분들의 태권도 동호회 입니다.
테니스,,부산,금정구,부산백호휠체어테니스클럽,지체장애,"매주 월,수,금 10시~18시",테니스를 배우고싶은 모든 분들 환영합니다
테니스,,전북,군산시,2022년 전북장애인생활체육 군산휠테니스클럽,지체장애,매주 목요일 13:00~17:00,
테니스,,경기,수원시,수원클럽,지체장애,월~금,
테니스,,대구,달서구,대구휠체어테니스클럽,지체장애,"매주 월,화,목,금 오후2시","오후 2시~6시   매주 월,화,목,금 클럽활동"
테니스,,광주,서구,투바운드클럽,지체장애,"매주월,수,금오후2시~5시",
테니스,,경기,용인시,에이스클럽,지체장애,매주 월~금,
테니스,,충북,충주시,2022 충주휠체어테니스클럽,지체장애,매주 수 10시~12시,장애인들의 신체적인 활동을 통한 친목 도모 및 휠체어 테니스 활성화.
파워싸커,,서울,중구,중구 노마크 전동축구클럽,지체장애,매주 토 오후 3시,"2년차 파워싸커(전동축구) 클럽으로 지체, 뇌병변으로 구성된 팀입니다. 전동축구를 좋아하는 사람이라면 누구나 환영합니다."
파워싸커,,서울,은평구,은평어벤져스파워싸커클럽,뇌병변장애,1..3주 토 오후2시,전동휠체어를 타고 축구하는 모임입니다. 전동휠체어를 타시는 분들이 많습니다.   4명이 한팀이 되어 농구장크기 규모에서 골대에 공을 넣어 득점을 겨루는 매우 활동적인 팀스포츠입니다.   기본 이론부터 경기까지 차근차근 배워나갑니다. 10월에는 서울 동호인들의 대회가 있습니다.   많은 참여바랍니다.
파워싸커,,서울,중랑구,중랑 토네이도 파워싸커(전동축구),지체장애,"매주 금, 토 오후3시","2017년 2월 경에 파워싸커 토네이도 팀으로 창립되었으며, 해마다 각종 대회에 참여해 입상경력이 있으며, 4명이상의 선수들로 구성된 팀입니다."
파워싸커,,서울,성북구,성북구 노들PAN 파워싸커(전동축구),뇌병변장애,매주 화요일 3시,파워싸커를 통해 장애인 당사자들이 역동적인 스포츠를 경험 할 수 있도록 기회를 제공하여 모두 함께 즐겁게 여가시간을 보낼 수 있는 클럽입니다
파워싸커,,서울,용산구,용산FC 파워싸커(전동축구),지체장애,월4회 월요일 오후2시,용산구 독립연대 소속의 파원싸커 팀입니다
파워싸커,,서울,영등포구,영등포 봉고레패밀리 전동축구클럽,뇌병변장애,1..3주 토 오후2시,전동휠체어를 타고 축구하는 모임입니다. 전동휠체어를 타시는 분들이 많습니다.   4명이 한팀이 되어 농구장크기 규모에서 골대에 공을 넣어 득점을 겨루는 매우 활동적인 팀스포츠입니다.   기본 이론부터 경기까지 차근차근 배워나갑니다. 10월에는 서울 동호인들의 대회가 있습니다.   많은 참여바랍니다.
파크골프,,서울,강남구,강남 파랑새 파크골프클럽,지체장애,매주 목,장애인 누구나 비장애인도 함께하는 파크골프클럽
파크골프,,전북,익산시,선동선화 장애인파크골프 동호인,지체장애,매주 수목 16시,
파크골프,,대구,달성군,비슬파크골프클럽,지체장애,매주수요일,
파크골프,,서울,송파구,송파 작은불꽃파크골프동호회,기타장애,매주 수 오후 3시,"2021년 2월 3일 결성된 어울림 파크골프 동호회로서 현재 회원은 20명(장애인 15명, 비장애인(봉사자) 5명)입니다."
파크골프,,충남,서산시,뜸부기 파크골프 클럽,지체장애,매주 토 13:00,
파크골프,,서울,종로구,렛츠고 파크골프클럽,지체장애,"매월 1,3주 토 오후 2시~4시",
파크골프,,경기,파주시,한수위클럽,기타장애,매주 목 오후 2시~3시,
파크골프,,서울,구로구,구로구장애인한마음파크골프동호회,지체장애,매주 목 오후 4시,장애인 생활체육 활성화를 위한 친목 모임 등
파크골프,,충남,서산시,성봉파크골프클럽,지체장애,매주 수목 13시,
파크골프,,경남,창원시마산합포구,마금산동호회클럽,지체장애,"매주 월,토 오전 09:30",본 동호회는 장애인의 체력향상을 위해 비장애인과 같이 어울려 여가시간에 건전한 생활체육을 함으로 동호인 상호간의 친목를 도모 하고 사회인으로 성장하는데 목적이 있다.
파크골프,,충남,보령시,비바장애인골프클럽,지체장애,매주 토 오전10,저희 비바장애인골프클럽은  장애인전용구장에서 장애인들로 구성된 골프클럽이며 장애인직업선수들만 4명이나   있으며 장애인들이  날마다 나와서 편하게  운동할 수  있은 구장으로써  실력 향상에도 큰 도움이 되고있습니다
파크골프,,서울,성동구,성동지체 파크골프 한궁 동호인클럽,지체장애,격주금요일,2020년부터 2년동안 파크골프동호인클럽으로 운영되었고 이번 2022년도에 다리가 불편하신 분들도 즐길수있는 한궁 종목을 추가하였습니다
파크골프,,서울,송파구,송파 파인파크골프동호회,지체장애,매주 수요일 오후1시,교통장애인회원들의 친목과 건강증진을 목적으로 창립
