ITEM_CD,ITEM_NM,COURSE_NM,TROBL_TY_NM,BEGIN_TM,END_TM,POSBL_WKDAY_FLAG_CD,COURSE_DETAIL_CN,SUPLI_SLE_AT,SETLE_PRICE
03,기타종목,당구한판,,092000,120000,1101100,,N,95000
03,기타종목,"스피닝 (화,목-19:30~20:20)-타구민",,193000,202000,0101000,"운영시간 안내: 월~금 06:00~22시 / 토 06:00~20:00 / 일 09:30~18:00 (휴관: 매주 2,4째 일요일/공휴일) 단, 정부정책에 따라 운영시간은 변경될 수 있습니다. (전화 문의 후 등록바랍니다),,※  프로그램 운영 상황에 따라 보호자 동반을 요청할 수 있음을 양해해 주시기 바랍니다.,※  정원 초과 시 접수가 불가능할 수 있음을 알려드립니다.",N,26000
03,기타종목,운동재활 심리운동 특수체육,,090000,190000,1111100,,N,95000
03,기타종목,운동재활 심리운동 특수체육,,090000,190000,1111100,,N,95000
03,기타종목,근력파워스트레칭A(중구민),,140000,145000,1010100,"※ 프로그램 운영 상황에 따라 보호자 동반을 요청할 수 있음을 양해해 주시기 바랍니다. ,※ 정원 초과 시 접수가 불가능할 수 있음을 알려드립니다.",N,24000
03,기타종목,저녁필라테스D(타구민),,193000,202000,1010100,"※  프로그램 운영 상황에 따라 보호자 동반을 요청할 수 있음을 양해해 주시기 바랍니다.,※  정원 초과 시 접수가 불가능할 수 있음을 알려드립니다.",N,26000
03,기타종목,근력파워스트레칭A(중구민)+헬스복,,140000,145000,1010100,"※  프로그램 운영 상황에 따라 보호자 동반을 요청할 수 있음을 양해해 주시기 바랍니다.,※  정원 초과 시 접수가 불가능할 수 있음을 알려드립니다.",N,35000
03,기타종목,"스피닝 (월,수,금-19:30~20:20)-타구민",,193000,202000,1010100,"운영시간 안내: 월~금 06:00~22시 / 토 06:00~20:00 / 일 09:30~18:00 (휴관: 매주 2,4째 일요일/공휴일) 단, 정부정책에 따라 운영시간은 변경될 수 있습니다. (전화 문의 후 등록바랍니다),,※  프로그램 운영 상황에 따라 보호자 동반을 요청할 수 있음을 양해해 주시기 바랍니다.,※  정원 초과 시 접수가 불가능할 수 있음을 알려드립니다.",N,35000
03,기타종목,근력파워스트레칭A(타구민),,020000,025000,1010100,"운영시간 안내: 월~금 06:00~22시 / 토 06:00~20:00 / 일 09:30~18:00 (휴관: 매주 2,4째 일요일/공휴일) 단, 정부정책에 따라 운영시간은 변경될 수 있습니다. (전화 문의 후 등록바랍니다),,※  프로그램 운영 상황에 따라 보호자 동반을 요청할 수 있음을 양해해 주시기 바랍니다.,※  정원 초과 시 접수가 불가능할 수 있음을 알려드립니다.",N,26000
03,기타종목,"특수체육,필라테스",,083000,190000,1111110,,N,85000
03,기타종목,바로치기,,160000,170000,1010000,,N,95000
03,기타종목,바로치기,,153000,162000,1010000,,N,95000
03,기타종목,바로밀기,,160000,170000,1001000,,N,95000
03,기타종목,바로밀기,,150000,163000,1010000,안녕하세요~~^^,N,95000
03,기타종목,보치아교실,,140000,153000,1001000,,N,95000
03,기타종목,"스피닝 (화,목-20:30~21:20)-타구민",,203000,212000,0101000,"※  프로그램 운영 상황에 따라 보호자 동반을 요청할 수 있음을 양해해 주시기 바랍니다.,※  정원 초과 시 접수가 불가능할 수 있음을 알려드립니다.",N,26000
03,기타종목,"스피닝 (화,목-19:30~20:20)-중구민",,193000,202000,0101000,"운영시간 안내: 월~금 06:00~22시 / 토 06:00~20:00 / 일 09:30~18:00 (휴관: 매주 2,4째 일요일/공휴일) 단, 정부정책에 따라 운영시간은 변경될 수 있습니다. (전화 문의 후 등록바랍니다),,※  프로그램 운영 상황에 따라 보호자 동반을 요청할 수 있음을 양해해 주시기 바랍니다.,※  정원 초과 시 접수가 불가능할 수 있음을 알려드립니다.",N,24000
03,기타종목,택견,,060000,210000,1111100,"수업시간표 새벽 06:00-07:00  오전 10:00-11:00 오후 14:30-15:30  16:30-17:30 저녁 18:30-19:30  20:00-21:00,편안한 복장으로 운동 할수 있습니다.",N,100000
03,기타종목,레저스포츠(1월),,153000,173000,0001000,레저스포츠 강좌는 복지관이 아닌 외부에서 진행예정입니다. 복지관 070-4510-3684 전화문의 후 신청가능합니다.,N,24000
03,기타종목,대대강습(초급),,150000,160000,0010010,주중2회 강습/ 매일 연습게임 가능합니다.,N,95000
03,기타종목,지적장애 건강운동,,093000,113000,0001000,,N,95000
03,기타종목,대대강습(초급),,150000,160000,0010010,주 2회 강습/ 매일  연습게임 가능 합니다.,N,95000
03,기타종목,수영+헬스,,140000,170000,1111100,,N,40000
03,기타종목,특수체육,,130000,200000,1111110,,N,200000
03,기타종목,그룹순환운동,,090000,200000,1111100,,N,85000
03,기타종목,당구 (기초),,120000,180000,1111100,,N,95000
03,기타종목,컨디셔닝,,200000,205000,0001000,3명 이상일 시 수업시작합니다.,N,80000
03,기타종목,개인트레이닝,전 유형,,,0000010,,N,80000
03,기타종목,척추질환예방운동,전 유형,,,0000010,,N,80000
03,기타종목,합기도.체력운동.호신술수업,,130000,230000,1111100,,N,130000
03,기타종목,실내스키강습-1회 강습권,,093000,180000,1111111,"1. 대 상 자 : 초등학생 이상,2. 수업시간 : 062-416-1100  원하시는 일정 상담 및 예약 진행 (60분 수업),3. 비     용 : 1인 또는 1회-40,000원, 3인 또는 3회 -95,000원,4. 내     용 : 강사비, 장비 대여, 보험료, 시설 사용료 포함 가격,5. 교육내용 : 스키 이론 교육, 장비설명 및 착용법, 등행, 넘어지고 일어나는 법, 속도제어, 방향 전환 등,6. 복     장 : 운동 복장 및 양말 지참,7. 참여조건 : 장애 경증에 한함 (안전 확보를 위해 경증만 참여 가능하고 상호 의사소통과 보행이 가능한 분),8. 교육장점 : 균형감각 발달, 유연성 증가, 심폐지구력 향상, 근지구력 항샹, 스트레스 해소, 사회성 발달 등",N,40000
03,기타종목,당구의 기초 및 기술,,140000,160000,1000000,,N,95000
03,기타종목,당구의 기초 및 기술,,120000,140000,0001000,,N,85000
03,기타종목,건강 태극권,,110000,120000,0011000,,N,200000
03,기타종목,건강 태극권,,153000,163000,0010000,,N,95000
03,기타종목,중국무술 우슈,,153000,161000,1001000,,N,360000
03,기타종목,줌바댄스,전 유형,,,0101000,,N,80000
03,기타종목,실내스키강습- 월 3회 강습,,093000,180000,1111111,"1. 대 상 자 : 초등학생 이상,2. 수업시간 : 062-416-1100  원하시는 일정 상담 및 예약 진행 (60분 수업),3. 비     용 : 1인 또는 1회-40,000원, 3인 또는 3회 -95,000원,4. 내     용 : 강사비, 장비 대여, 보험료, 시설 사용료 포함 가격,5. 교육내용 : 스키 이론 교육, 장비설명 및 착용법, 등행, 넘어지고 일어나는 법, 속도제어, 방향 전환 등,6. 복     장 : 운동 복장 및 양말 지참,7. 참여조건 : 장애 경증에 한함 (안전 확보를 위해 경증만 참여 가능하고 상호 의사소통과 보행이 가능한 분),8. 교육장점 : 균형감각 발달, 유연성 증가, 심폐지구력 향상, 근지구력 항샹, 스트레스 해소, 사회성 발달 등",N,95000
03,기타종목,그룹순환운동,,090000,200000,1111110,,N,95000
03,기타종목,뉴스포츠,,110000,120000,1111100,광진발달장애인평생교육센터 이용인만 신청할 수 있습니다.,N,30000
03,기타종목,운동재활,,090000,190000,1111110,,N,110000
03,기타종목,어댑피트니스(1:1맞춤운동),,100000,200000,1111111,"★필독★,본 프로그램 &apos; 1:1 맞춤운동 &apos; 은 예약제로만 운영이 되며 신규로 등록하시는 분은,맞춤운동 담당 선생님이 배정되어야 하기 때문에 전화상담 및 방문상담을 먼저 진행하시길 바랍니다.,예약 및 상담문의 : 010-4883-1152",N,95000
03,기타종목,트램플린,,090000,200000,1111100,,N,95000
03,기타종목,대대강습(중급),,160000,170000,0010010,주 2회 강습/ 매일 연습 게임 가능합니다.,N,95000
03,기타종목,수중재활 및 특수체육,,100000,180000,1111110,,N,95000
03,기타종목,기초체력 및 생활체육(1),,110000,120000,0000010,"!! 정원초과 !!,수강신청 전 반드시 연락 먼저 부탁드립니다.,02-2685-9579 또는 070-4172-7433",N,80000
03,기타종목,기초체력 및 생활체육(2),,100000,110000,0000010,"!! 정원초과 !!,수강신청 전 반드시 연락 먼저 부탁드립니다.,02-2685-9579 또는 070-4172-7433",N,80000
03,기타종목,장애인생활체육,,190000,202000,0101000,,N,220000
03,기타종목,3쿠션 4구 포켓볼 당구종목,,130000,173000,1010100,,N,95000
03,기타종목,3쿠션 4구 포켓볼 당구종목,,123000,163000,0101000,,N,95000
03,기타종목,사이클 단체강습,,120000,220000,1111110,"개별준비물 : 자전거, 클릿슈즈 또는 운동화, 운동복, 수건, 샤워도구,,샤워실 및 탈의실 이용가능 합니다. ,,단체강습은 매주 월요일, 수요일, 목요일 저녁 7시 / 8시에 진행되며,운영시간 내에 시설사용 개인운동이 가능합니다.,,자전거보관(월 3만원), 개인락카(월 2만원) 사용 비용은 별도 입니다.",N,200000
03,기타종목,트렘폴린운동,,100000,200000,1111100,,N,95000
03,기타종목,트렘폴린운동,,100000,200000,1111100,,N,95000
03,기타종목,기초체력/근력강화 클래스,,180000,190000,1010100,"전화문의 가능합니다. ,010-9341-8072",N,160000
03,기타종목,"종합 근력, 체력 훈련 및 스트래칭",,180000,190000,1010000,,N,160000
03,기타종목,파크골프,,180000,190000,1010100,파크골프채는 본인이 준비하여 주셔야 됩니다,N,145000
03,기타종목,당구강습,,093000,170000,1111100,"회원별 맞춤형 강좌이오니, 반드시 사전 상담 후 수강신청 바랍니다",N,95000
03,기타종목,"당구입문,초,중급반(화.목반)",,130000,140000,0101000,"스트록 연습, 기본이론, 실습및 개인별 맞춤강좌로 진행합니다,(강좌후 개인별 연습및 게임)",N,95000
03,기타종목,주말레포츠활동,,190000,200000,1111110,,N,220000
03,기타종목,점핑,,100000,210000,1111100,"자세한프로그램은방문시 안내,기본운동비용은 전화로 문의요망",N,95000
03,기타종목,점핑,,100000,210000,1111100,"월이용권 12만원 차액은 방문 후 추가결재.,시작일시는 1일이 아니라도 언제든 가능.,남녀노소 누구나 즐겁게 운동하실수 있습니다.",N,95000
03,기타종목,특공무술&amp;종합격투기&amp;체력증진,,110000,115000,1111100,,N,95000
03,기타종목,대대강습(중급),,160000,170000,0010010,주중 2회 강습/ 매일 연습 게임 가능합니다.,N,95000
03,기타종목,대대강습(초급),,160000,170000,0010010,주중2회 강습 / 강습 후 연습 게임 가능합니다.,N,85000
03,기타종목,맞춤재활운동,,100000,160000,1001000,프로그램 시간표 문의,N,95000
03,기타종목,대대강습(중급),,150000,160000,0010010,주중 2회강습 /강습후 연습게임 가능합니다.,N,85000
03,기타종목,"우슈,체력단련.",,100000,220000,1111100,,N,95000
03,기타종목,우슈,,100000,213000,1111110,,N,95000
03,기타종목,심리운동,"지적,시각,지체,청각",140000,145000,0000010,"주 1회 1:1 수업으로 진행하되,  수업 시간과 요일은 월~토 중 보호자와 상의하여  진행하고 있습니다.  ,기입된 강좌요일과 실제 강좌 시간과 요일이 상이할 수 있습니다.",N,95000
03,기타종목,심리운동,,140000,145000,0000010,"주 1회 1:1 수업으로 진행하되, 수업 시간과 요일은 월-토 중 보호자와 상의하여 진행하고 있습니다.,기입된 강좌요일과 실체 강좌 시간과 요일이 상이할 수 있습니다.",N,95000
03,기타종목,중국무술 우슈,,153000,161000,0100000,,N,250000
03,기타종목,창준당구클럽 명장점,,120000,170000,1111111,,N,95000
03,기타종목,"심리운동, 특수체육",,090000,200000,1111100,,N,95000
03,기타종목,장애인 역도,,090000,200000,1111100,,N,95000
03,기타종목,장애인 조정,,090000,200000,1111100,,N,95000
03,기타종목,초등체육,,153000,162000,0101000,운동복 및 운동화 준비,N,80000
03,기타종목,생활체육교실,,163000,175000,0000100,"운동복, 운동화 필이 착용",N,50000
03,기타종목,유아체육,,093000,113000,0111100,"화, 수 : 체육수업/,목, 금 : 수영수업",N,120000
03,기타종목,수중재활운동,,100000,125000,0101000,수영용품 및 세면도구 준비,N,80000
03,기타종목,아빠와 함께하는 대그룹 특수체육,,103000,120000,0000010,아빠와 함께하는 대그룹 특수체육/ 운동복&amp;운동화 착용,N,40000
03,기타종목,대그룹특수체육,,150000,163000,0000100,보호자와 함께하는 특수체육프로그램/ 준비물 : 운동화 및 운동복,N,40000
03,기타종목,청소년체육,,170000,175000,0101000,운동복 및 운동화 준비,N,80000
03,기타종목,평생체육교실,,183000,200000,0010000,체육복 및 운동화 착용,N,40000
03,기타종목,필록싱,,110000,115000,1010100,반드시 담당강사 상담후 신청하시기바랍니다.,N,25000
03,기타종목,스피닝,,200000,205000,0101000,,N,60000
03,기타종목,서킷핏,,210000,215000,0101000,,N,25000
03,기타종목,전통 활쏘기,전유형(상담),150000,220000,1010100,상담 후 결정.,N,85000
03,기타종목,국술(종합무술),전유형(상담),150000,220000,1010100,상담 후 결정.,N,85000
03,기타종목,종합무술 및 활쏘기,,140000,150000,1111100,모든 수련은 상담 후 진행 됩니다.,N,95000
03,기타종목,국술원 무술,,180000,190000,1111100,,N,80000
03,기타종목,국술원 무술,,163000,173000,1111100,,N,80000
03,기타종목,국술원 무술,,193000,203000,1111100,,N,80000
03,기타종목,서킷트레이닝17,,170000,175000,1010100,,N,75000
03,기타종목,개인 번지피지오,,122000,125000,1010000,,N,95000
03,기타종목,개인 번지피지오,,122000,125000,0101000,,N,85000
03,기타종목,특수체육,,090000,190000,1111100,"수강료 95000원 외 추가 비용 있습니다. ,신청시 사전 연락 바랍니다. 010-2246-0219",N,95000
03,기타종목,클라이밍기초반,,140000,150000,0001000,,N,95000
03,기타종목,브레인스포츠,,110000,190000,1111100,궁금하신 사항이 있으시면 031-365-3042로 연락주시면 감사하겠습니다.,N,80000
03,기타종목,브레인스포츠,,100000,160000,0000010,궁금하신 사항은 031-365-3042로 연락주시면 감사하겠습니다.,N,80000
03,기타종목,특수체육 2회기,,130000,200000,1111110,"우리 아이들을 최우선으로 생각하며, 개개인의 신체 역량에 맞는 맞춤형 운동 프로그램을 제공하는 짐앤짐스 운동발달센터입니다.  글자수 제한이 있어 간단 안내사항 전달드립니다. ,1. 수업은 주 1회, 60분 수업 (10분 상담시간 포함) 이며, 스케쥴을 맞춰 맞춤형 개별 수업으로 진행되나 역량에 따라 그룹 운동으로 진행될 수 있습니다. 스포츠 바우처로 진행되는 수업은 2회분 이며, 차액 분 교육비가 추가로 발생됩니다.,2. 수업은 사전에 스케쥴 조율을 통해 지정된 수업시간 (ex: 월, 1:30 ~ 2:20) 으로 진행됩니다.,3. 수업 문의사항 및 관련사항은 연락 바랍니다!,4. 추가 사항은 홈페이지를 통해 확인하실 수 있습니다. ^^ GYM-GYMS.NET",N,95000
03,기타종목,뉴스포츠 2회기,,130000,200000,1111110,"우리 아이들을 최우선으로 생각하며, 개개인의 신체 역량에 맞는 맞춤형 운동프로그램을 제공하는 짐앤짐스 운동발달센터입니다. ,,글자수 제한이 있어 간단 안내사항 전달드립니다.,,1. 수업은 주 1회, 60분수업 (10분 상담시간 포함) 이며, 스케쥴을 맞춰 맞춤형 개별수업으로 진행되나 역량에 따라 그룹운동으로 진행될 수 있습니다. 스포츠바우처로 진행되는 수업은 2회분이며, 추가로 교육비가 발생할 수 있습니다.,,2. 수업은 사전에 스케쥴 조율을 통해 지정된 수업시간 (ex: 월, 1:30 ~ 2:20) 으로 진행됩니다.,,3. 수업 문의사항 및 관련사항은 연락 바랍니다!,,4. 추가 사항은 홈페이지를 통해 확인하실 수 있습니다. ^^ GYM-GYMS.NET",N,95000
03,기타종목,군산킹덤주짓수아카데미,,180000,210000,1111100,주짓수는 한없이 부드러울수도 또한 한없이 거칠은 무술이기도 하므로  수련자 개개인의 실력향상 및 부상예방을 위해 서로를 배려하고 스스로 겸손할수있는 인성적 자질이 필수적입니다.  학생의 경우 인성교육을 겸하는 체육관이지만 성인의 경우 타인을 배려하지 못하면 옳바르게 수련하기 힘든 수련과정입니다.  주짓수 및 지도자에 대한 보다 자세한 사항은 www.kingdom-gunsan.com  에서  꼼꼼히 확인하고 수련에 임하면 좋겠습니다. 감사합니다.,N,150000
03,기타종목,볼링교실,,163000,173000,0010000,복지관프로그램 이용자만 결제 가능합니다.,N,40000
03,기타종목,굿볼메소드 전신관리,,173000,183000,0001000,굿볼이라는 공을 가지고 우리 몸의 탄력회복을 할 수 있도록 신체 고유의 기능을 정상적으로 회복시켜  자연스럽게 체형교정을 할 수 있도록  누구에게나 쉽고 편하게 건강관리법을 알려주고 있는 물리치료사 출신이 운영하는 체형관리센터입니다.  상담시 특이사항 꼭 고지 부탁드립니다. 비대면 강좌 : 온라인 줌 수업 가능합니다.,N,200000
03,기타종목,굿볼그룹레슨,,103000,120000,0010000,"운동하기 편한 복장으로 오시기 바랍니다,시작하기 10분전에 마스크를 착용후 입실하여 주시기 바랍니다",N,85000
03,기타종목,굿볼소그룹레슨,,103000,120000,0010000,,N,95000
03,기타종목,굿볼그룹레슨,,103000,120000,0010000,,N,95000
03,기타종목,특수체육(2023년도),,100000,190000,1111100,"최진혁 교사 포함 특수체육 제공인력 총 4명임.,,모든 강좌는 본센터에 내방하여 초기상담 진행 후 등록이 가능합니다.",N,95000
03,기타종목,30분 순환운동,,090000,210000,1111100,,N,80000
03,기타종목,30분 순환운동,,090000,210000,1111100,,N,80000
03,기타종목,진스스키,,090000,180000,1111100,,N,95000
03,기타종목,진스드림스포츠클라이밍,,110000,120000,0000011,클라이밍,N,95000
03,기타종목,클라이밍,"발달, 지체",170000,180000,0000100,,N,90000
03,기타종목,건강치유실,,060000,220000,1111110,,N,50000
03,기타종목,헬스  + 건강치유실,,090000,220000,1111110,,N,90000
03,기타종목,운동재활/특수체육,,090000,210000,1111110,"* 지음발달재활센터는 뇌병변, 조산, 발달지연, 사경, 스포츠재활, 기타 신드롬 관련 소아재활운동 전문 기관입니다. ,* 비대면으로 운동재활 및 특수체육, 감각통합 등 다양한 대소근육 관련 훈련이 가능합니다.,* 비대면 재활은 줌(Zoom)이나 구글 미트(Google Meet) 등의 화상회의 프로그램을 활용하여 진행되며, 각 영역 전문 재활 인력의 1:1 재활을 원칙으로 합니다.,* 집에서도 손 쉽게 적용할 수 있는 재활 부모 교육과 질의 응답, 사후 관리 등을 철저하게 진행할 것입니다.",N,85000
03,기타종목,뉴스포츠3,,103000,113000,0000100,,N,95000
03,기타종목,뉴스포츠,,160000,180000,0101000,,N,95000
03,기타종목,"성인병,비만 예방을 위한 신체활동",,173000,182000,0100000,"1. 10월4일부터 시작합니다. 프로그램 특성 상 경증 발달장애인을 우선으로 진행합니다. ,2. 보호자 함께 동반해주시면 좋습니다.,3. 클래스 정원은 6명입니다.,4. 월 4주 수업으로 진행하며, 5주 차는 휴강 입니다.",N,120000
03,기타종목,뉴스포츠2,,170000,175000,0001000,,N,95000
03,기타종목,점핑휘트니스,,140000,145000,0101000,,N,95000
03,기타종목,근력강화,,090000,180000,1111100,,N,95000
03,기타종목,근긴장이완,,090000,180000,1111100,,N,95000
03,기타종목,당구교실,,150000,170000,0000111,,N,95000
03,기타종목,당구교실,,130000,150000,0101010,,N,95000
03,기타종목,주짓수,,180000,230000,1111100,,N,170000
03,기타종목,스피닝 줌바댄스 점핑트램폴린,,090000,220000,1111100,,N,100000
03,기타종목,1. (천안시 시각장애인 협회원) 주 2회 대면 방문형 맞춤형 특수체육,,090000,120000,0100100,"천안시 시각장애인 협회원 대상.,자기부담금0원. 월8회. 회당1시간,방문 대면형 특수체육프로그램.,개인특성에 맞게 특수체육프로그램 제공.,운동불가한 컨디션 및 상황일 시 건강관리 프로그램으로 대체제공.",N,95000
03,기타종목,2. 주 2회 맞춤형 특수운동 대면 방문 프로그램,,090000,120000,0100100,"주 2회, 월 8회, 선택적 시행. 회당1시간,개인 특성 및 운동일 컨디션에 따라 맞춤 운동 처방 제시. ,재활, 통증, 컨디셔닝 위주의 유산소 및 소도구 특수체육. ,운동이 불가능하거나 컨디션이 안 좋은 경우 통증 관리 프로그램으로 운동 대체.",N,180000
03,기타종목,3. 주 1회 맞춤형 특수운동 대면 방문 프로그램,,090000,120000,0100000,"주 1회, 월 4회, 회당1시간 선택적 시행. ,개인 특성 및 운동일 컨디션에 따라 맞춤 운동 처방 제시. ,재활, 통증, 컨디셔닝 위주의 유산소 및 소도구 특수체육. ,운동이 불가능하거나 컨디션이 안 좋은 경우 통증 관리 프로그램으로 운동 대체.",N,95000
03,기타종목,당구,,150000,170000,1100000,,N,95000
03,기타종목,당구,,150000,160000,0001000,,N,95000
03,기타종목,패키지(전일반)-수영+헬스,전유형(1~3급 면담 후 등록),120000,170000,1111110,"2개반 중 택1 - A반: 수영(월수금 13:00~13:50)/헬스(월~토 12:00~17:00) - B반: 수영(월수금 14:00~14:50)/헬스(월~토 12:00~17:00)  본 페이지에서 금정국민체육센터 수강등록과 연동되어 있지 않습니다. 강좌등록은 금정국민체육센터 현장 및 홈페이지에서 수강등록이후(반드시 수강등록 선행★)결제창으로 이용해주시기 바랍니다. 문의 519-4841, 4844",N,83000
03,기타종목,당구,,140000,150000,0001000,,N,95000
03,기타종목,당구,,140000,150000,0000001,,N,95000
03,기타종목,당구,,140000,150000,0010000,,N,95000
03,기타종목,트리트리,,170000,180000,0010000,"특수체육을 중심으로 한 활동입니다.,상담 필수 :010-6886-2188",N,85000
03,기타종목,상쾌한아침,,100000,110000,1010000,활동 시간 및 활동 내용 문의 :.010-6886-2188,N,200000
03,기타종목,꿈트리2,,170000,180000,0100000,"특수체육을 중심으로 한 활동입니다.,상담 필수 :010-6886-2188",N,85000
03,기타종목,당구,,140000,150000,0000100,,N,95000
03,기타종목,당구,,150000,160000,0000100,,N,95000
03,기타종목,당구,,150000,160000,0010000,,N,95000
03,기타종목,근력더하기,,160000,165000,1000000,"상담 후 신청하세요,010-6886-2188",N,95000
03,기타종목,울림마라톤클럽,,180000,185000,0101000,과목 및 활동 문의 : 010-6886-2188,N,200000
03,기타종목,트리트리2,,170000,180000,0001000,"특수체육을 중심으로 한 활동입니다.,상담 필수 :010-6886-2188",N,85000
03,기타종목,패키지(격일반)-수영+헬스,,120000,170000,1111110,"2개반 중 택1- A반: 수영(월수금 13:00~13:50)/헬스(화목토 12:00~17:00) - B반: 수영(월수금 14:00~14:50)/헬스(화목토 12:00~17:00)  본 페이지에서 금정국민체육센터 수강등록과 연동되어 있지 않습니다. 강좌등록은 금정국민체육센터 현장 및 홈페이지에서 수강등록이후(반드시 수강등록 선행★)결제창으로 이용해주시기 바랍니다. 문의 519-4841, 4844",N,62000
03,기타종목,이동한,,140000,150000,0000010,,N,95000
03,기타종목,이동한,,150000,160000,0010000,,N,95000
03,기타종목,장애인 당구 교실,,150000,180000,1111100,"- 요일별 최대 인원 4인까지 신청 가능,- 강의료 : 시간당 10,000원",N,95000
03,기타종목,생활체육,"청각,지적",,,1111100,,N,130000
03,기타종목,꿈트리,,170000,180000,1000000,"특수체육을 중심으로 한 활동입니다.,상담 필수 :010-6886-2188",N,85000
03,기타종목,더높이점프,,090000,100000,0101000,활동 시간 및 활동 내용 문의 :.010-6886-2188,N,200000
03,기타종목,짐볼드럼댄스교실,,130000,190000,1111100,,N,80000
03,기타종목,심리운동/특수체육,,100000,190000,1111100,,N,80000
03,기타종목,특수체육,,100000,190000,1111110,,N,95000
03,기타종목,특수체육,,100000,120000,1111100,,N,95000
03,기타종목,클라이밍&amp;어드벤처 스포츠 체험,,100000,190000,1111111,주 1회(2시간 진행) 월 4회 체험 교육 이용 진행됩니다.클라이밍 및 고공 어드벤처 체험+스포츠 체험 놀이시설입니다. 이용날짜와 시간 결정 후 지정 가능합니다. 주말 사용 가능합니다.,N,95000
03,기타종목,"스케이트보드, 롱보드, 랜드서프",,090000,200000,1111100,"스포츠바우처를 사용한 스케이트보드 강습 관련 내용을 아래와 같이 알려드립니다!  ,,1. 스포츠바우처를 사용한 스케이트보드 강습은 월요일부터 금요일까지 평일에 한하여 진행되며,  세부 강습시간은 협의후 결정합니다! ,,2. 강습에 필요한 교육재료(스케이트보드, 보호대(핼멧 등) 등)는 강습시간 동안 무료대여해드립니다!,,3. 익스트림스포츠인 이유로 경우에 따라 넘어지는 상황이 자주 발생할 수 있습니다!,,4. 인스타그램에서 크래프터 스케이트보드 스쿨의 최신 소식을 보실 수 있습니다!  https://www.instagram.com/craftersb/,,5. 강습료는 1주 1회(50분)씩 4회 기준으로 95,000원입니다!,,6. 방문전 반드시 전화(010-8329-4647) 부탁드립니다!",N,95000
03,기타종목,장애인스포츠스테킹,,130000,145000,0000010,"재등록외 수강신청금지(자동취소처리됨),신규 수강신청시 센터 방문후 전문강사 상담필수, 상담없이 신청시 자동 취소처리됨",N,16500
03,기타종목,"EMS트레이닝(재활,근력,유산소 운동)",,110000,113000,1111100,"한 달 3회 운동입니다.,간질이나 심장질환이 있으신 분은 이용이 어렵습니다.,EMS저주파 자극이 들어오는 슈트를 몸에 착용하여 지속적인 근수축, 이완을 보조하여 운동하게 함으로써 근력과 체력을 키워주는 운동프로그램입니다. 움직임이 불편하신 분들도 최소한의 움직임으로 보조적인 운동을 할 수 있도록 지도해드립니다,지체장애, 편마비, 뇌성마비로 움직임에 제한이 있으신 분들도 충분히 운동하실 수 있습니다.",N,95000
03,기타종목,"EMS트레이닝(재활,근력,유산소 운동)",,110000,113000,0101000,"간질이나 심장질환이 있으신 분은 이용이 어렵습니다.,EMS저주파 자극이 들어오는 슈트를 몸에 착용하여 지속적인 근수축, 이완을 보조하여 운동하게 함으로써 근력과 체력을 키워주는 운동프로그램입니다. 움직임이 불편하신 분들도 최소한의 움직임으로 보조적인 운동을 할 수 있도록 지도해드립니다",N,150000
03,기타종목,"스케이트보드, 롱보드, 랜드서프",,090000,210000,1111100,"스포츠바우처를 사용한 스케이트보드 강습 관련 내용을 아래와 같이 알려드립니다!  ,,1. 스포츠바우처를 사용한 스케이트보드 강습은 월요일부터 금요일까지 평일에 한하여 진행되며,  세부 강습시간은 협의후 결정합니다! ,,2. 강습에 필요한 교육재료(스케이트보드, 보호대(핼멧 등) 등)는 강습시간 동안 무료대여해드립니다!,,3. 익스트림스포츠인 이유로 경우에 따라 넘어지는 상황이 자주 발생할 수 있습니다!,,4. 인스타그램에서 크래프터 스케이트보드 스쿨의 최신 소식을 보실 수 있습니다!  https://www.instagram.com/craftersb/,,5. 강습료는 1주 1회(50분)씩 4회 기준으로 95,000원입니다!,,6. 방문전 반드시 전화(010-8329-4647) 부탁드립니다!",N,95000
03,기타종목,2023년 스포츠클럽,,130000,150000,0011000,(현재) 금천장애인종합복지관 스포츠클럽 참여자만 결제 부탁드립니다.,N,10000
03,기타종목,2023년 재활체력증진,,163000,180000,0000100,(현재) 금천장애인종합복지관 스포츠클럽 참여자만 결제 부탁드립니다.,N,40000
03,기타종목,쉽고 재미있는 특수체육,,180000,190000,0000100,"용인대 특수체육교육과를 졸업하고,,前특수교사 강사가 가르칩니다.,,1:1 또는 2:1 맞춤형 특수체육 강의입니다. ,내 현재 몸 상태를 체크하고 이에 맞는 트레이닝합니다.,일상 생활에 활력을 불어넣어 보세요.,,개인 운동복 및 실내 운동화 지참 필수!",N,100000
03,기타종목,쉽고 재미있는 특수체육,,150000,200000,0100100,"용인대 특수체육교육과를 졸업하고,,前특수교사 강사가 가르칩니다.,,1:1 또는 2:1 맞춤형 특수체육 강의입니다. ,내 현재 몸 상태를 체크하고 이에 맞는 트레이닝합니다.,일상 생활에 활력을 불어넣어 보세요.,,개인 운동복 및 실내 운동화 지참 필수!",N,100000
03,기타종목,특수체육,,090000,180000,1111110,,N,95000
03,기타종목,특수체육,,100000,190000,1111110,,N,85000
